date,place,country,order
2001-08-18,Pompei,Italy,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Silvestro Papa"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Silvestro Papa"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Silvestro Papa"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Gregorio Magno"
2001-12-11,Ucraina,Ukraine,"Ordine di San Silvestro Papa"
2002-01-01,Avezzano,Italy,"Ordine di San Gregorio Magno"
2002-01-14,Roma,Italy,"Ordine di San Gregorio Magno"
2002-01-19,Ambositra,Madagascar,"Ordine di San Gregorio Magno"
2002-01-28,Castellaneta,Italy,"Ordine di San Silvestro Papa"
2002-02-19,"Stati Uniti d’America","United States of America","Ordine di San Gregorio Magno"
2002-02-27,Grecia,Greece,"Ordine Piano"
2002-02-27,Grecia,Greece,"Ordine Piano"
2002-02-27,Grecia,Greece,"Ordine Piano"
2002-02-27,Grecia,Greece,"Ordine Piano"
2002-02-27,Grecia,Greece,"Ordine Piano"
2002-03-05,Paderborn,Germany,"Ordine di San Silvestro Papa"
2002-03-11,Roma,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Parma,Italy,"Ordine di San Gregorio Magno"
2002-03-11,Taranto,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Taranto,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Roma,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Taranto,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Taranto,Italy,"Ordine di San Silvestro Papa"
2002-03-11,Roma,Italy,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Siria,Syria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Siria,Syria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Siria,Syria,"Ordine di San Silvestro Papa"
2002-03-22,Siria,Syria,"Ordine di San Gregorio Magno"
2002-03-22,Siria,Syria,"Ordine di San Silvestro Papa"
2002-03-22,Lagos,Nigeria,"Ordine di San Gregorio Magno"
2002-03-22,Lagos,Nigeria,"Ordine di San Silvestro Papa"
2002-03-22,Siria,Syria,"Ordine di San Gregorio Magno"
2002-03-23,Vicenza,Italy,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Gregorio Magno"
2002-03-23,Hamburg,Germany,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-23,Calabar,Nigeria,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-23,Hamburg,Germany,"Ordine di San Gregorio Magno"
2002-03-23,Hamburg,Germany,"Ordine di San Gregorio Magno"
2002-03-23,Tursi-Lagonegro,Italy,"Ordine di San Gregorio Magno"
2002-03-23,Chieti-Vasto,Italy,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-23,Calabar,Nigeria,"Ordine di San Gregorio Magno"
2002-03-23,Hamburg,Germany,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Gregorio Magno"
2002-03-23,Vicenza,Italy,"Ordine di San Gregorio Magno"
2002-03-23,Calabar,Nigeria,"Ordine di San Silvestro Papa"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Cile,Chile,"Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-25,Shreveport,"United States of America","Ordine di San Gregorio Magno"
2002-03-27,"Citta di Castello",Italy,"Ordine di San Gregorio Magno"
2002-03-27,Augsburg,Germany,"Ordine di San Silvestro Papa"
2002-03-27,Agalla,Nigeria,"Ordine di San Silvestro Papa"
2002-03-27,Guam,Guam,"Ordine di San Silvestro Papa"
2002-03-27,Guam,Guam,"Ordine di San Silvestro Papa"
2002-03-27,Augsburg,Germany,"Ordine di San Silvestro Papa"
2002-04-05,Piacenza-Bobbio,Italy,"Ordine di San Silvestro Papa"
2002-04-05,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-04-05,Piacenza-Bobbio,Italy,"Ordine di San Gregorio Magno"
2002-04-05,Koln,Germany,"Ordine di San Silvestro Papa"
2002-04-05,Koln,Germany,"Ordine di San Silvestro Papa"
2002-04-05,"Aleppo dei Greco-Melkiti",Syria,"Ordine di San Silvestro Papa"
2002-04-05,Piacenza-Bobbio,Italy,"Ordine di San Silvestro Papa"
2002-04-05,Piacenza-Bobbio,Italy,"Ordine di San Silvestro Papa"
2002-04-09,"Ordinariato Militare d’Italia",Italy,"Ordine di San Gregorio Magno"
2002-04-09,Italia,Italy,"Ordine di San Silvestro Papa"
2002-04-20,Stockholm,Sweden,"Ordine di San Silvestro Papa"
2002-04-20,"Our Lady of Lebanon of Los Angeles","United States of America","Ordine di San Gregorio Magno"
2002-04-20,Westminster,"United Kingdom","Ordine di San Gregorio Magno"
2002-04-20,Svizzera,Switzerland,"Ordine di San Gregorio Magno"
2002-04-22,Graz-Seckau,Austria,"Ordine di San Gregorio Magno"
2002-04-26,Roermond,Netherlands,"Ordine di San Silvestro Papa"
2002-04-26,Italia,Italy,"Ordine di San Gregorio Magno"
2002-04-26,Rieti,Italy,"Ordine di San Silvestro Papa"
2002-04-26,Adelaide,Australia,"Ordine di San Gregorio Magno"
2002-04-26,Roma,Italy,"Ordine di San Silvestro Papa"
2002-04-26,Roma,Italy,"Ordine di San Gregorio Magno"
2002-04-26,Adelaide,Australia,"Ordine di San Gregorio Magno"
2002-04-26,Roermond,Netherlands,"Ordine di San Silvestro Papa"
2002-04-27,Nanterre,France,"Ordine di San Gregorio Magno"
2002-04-27,Toulouse,France,"Ordine di San Gregorio Magno"
2002-04-27,Treviso,Italy,"Ordine di San Gregorio Magno"
2002-04-27,Passau,Germany,"Ordine di San Gregorio Magno"
2002-04-27,Tulle,France,"Ordine di San Gregorio Magno"
2002-04-27,Madrid,Spain,"Ordine di San Gregorio Magno"
2002-04-27,Madrid,Spain,"Ordine di San Silvestro Papa"
2002-04-29,Vercelli,Italy,"Ordine di San Silvestro Papa"
2002-05-02,Grecia,Greece,"Ordine Piano"
2002-05-06,"Stato Citta del Vaticano",Vatican,"Ordine di San Silvestro Papa"
2002-05-06,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-05-06,Concordia-Pordenone,Italy,"Ordine di San Silvestro Papa"
2002-05-06,"Down and Connor","United Kingdom","Ordine di San Silvestro Papa"
2002-05-06,"Stato Citta del Vaticano",Vatican,"Ordine di San Gregorio Magno"
2002-05-06,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-05-06,’s-Hertogenbosch,Netherlands,"Ordine di San Gregorio Magno"
2002-05-06,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-05-06,"Stato Citta del Vaticano",Vatican,"Ordine Piano"
2002-05-06,Agen,France,"Ordine di San Gregorio Magno"
2002-05-06,Antwerpen,Belgium,"Ordine di San Silvestro Papa"
2002-05-13,Pitigliano-Sovana-Orbetello,Italy,"Ordine di San Silvestro Papa"
2002-05-13,Como,Italy,"Ordine di San Silvestro Papa"
2002-05-13,"Saint Thomas","United States of America","Ordine di San Gregorio Magno"
2002-05-13,Pitigliano-Sovana-Orbetello,Italy,"Ordine di San Silvestro Papa"
2002-05-13,Como,Italy,"Ordine di San Silvestro Papa"
2002-05-13,"Alessandria dei Copti",Italy,"Ordine di San Gregorio Magno"
2002-05-13,Pitigliano-Sovana-Orbetello,Italy,"Ordine di San Silvestro Papa"
2002-05-13,Pitigliano-Sovana-Orbetello,Italy,"Ordine di San Silvestro Papa"
2002-05-13,Pitigliano-Sovana-Orbetello,Italy,"Ordine di San Silvestro Papa"
2002-05-17,Spagna,Spain,"Ordine di San Gregorio Magno"
2002-05-18,"Sovrano Militare Ordine di Malta","Sovrano Militare Ordine di Malta","Ordine di San Gregorio Magno"
2002-05-18,"Sovrano Militare Ordine di Malta","Sovrano Militare Ordine di Malta","Ordine di San Gregorio Magno"
2002-05-18,"Sovrano Militare Ordine di Malta","Sovrano Militare Ordine di Malta","Ordine Piano"
2002-05-21,Salerno-Campagna-Acerno,Italy,"Ordine di San Gregorio Magno"
2002-05-21,Newark,"United States of America","Ordine di San Gregorio Magno"
2002-05-21,Salerno-Campagna-Acerno,Italy,"Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,Newark,"United States of America","Ordine di San Gregorio Magno"
2002-05-21,Milwaukee,"United States of America","Ordine di San Gregorio Magno"
2002-05-21,"Monterey in California","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,Newark,"United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,Newark,"United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,Paderborn,Germany,"Ordine di San Silvestro Papa"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"Rockville Centre","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"Rockville Centre","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"Rockville Centre","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"Monterey in California","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-21,Salerno-Campagna-Acerno,Italy,"Ordine di San Gregorio Magno"
2002-05-21,"New York","United States of America","Ordine di San Gregorio Magno"
2002-05-28,Salerno-Campagna-Acerno,Italy,"Ordine di San Silvestro Papa"
2002-05-28,Francia,France,"Ordine di San Gregorio Magno"
2002-05-28,Uruguay,Uruguay,"Ordine Piano"
2002-05-30,Innsbruck,Austria,"Ordine di San Silvestro Papa"
2002-05-30,Innsbruck,Austria,"Ordine di San Silvestro Papa"
2002-05-30,"Esztergom - Budapest",Hungary,"Ordine di San Silvestro Papa"
2002-05-30,Innsbruck,Austria,"Ordine di San Silvestro Papa"
2002-05-30,Innsbruck,Austria,"Ordine di San Silvestro Papa"
2002-05-30,Nanterre,France,"Ordine di San Gregorio Magno"
2002-05-31,Rottenburg-Stuttgart,Germany,"Ordine di San Silvestro Papa"
2002-05-31,Lagos,Nigeria,"Ordine di San Gregorio Magno"
2002-05-31,Rottenburg-Stuttgart,Germany,"Ordine di San Silvestro Papa"
2002-05-31,"Rottenburg - Stuttgart",Germany,"Ordine di San Gregorio Magno"
2002-05-31,"Cape Coast",Ghana,"Ordine di San Gregorio Magno"
2002-05-31,Rottenburg-Stuttgart,Germany,"Ordine di San Silvestro Papa"
2002-05-31,Birmingham,"United Kingdom","Ordine di San Gregorio Magno"
2002-05-31,Bologna,Italy,"Ordine di San Silvestro Papa"
2002-05-31,Bologna,Italy,"Ordine di San Silvestro Papa"
2002-05-31,Koln,Germany,"Ordine di San Gregorio Magno"
2002-05-31,Roma,Italy,"Ordine di San Gregorio Magno"
2002-05-31,Rottenburg-Stuttgart,Germany,"Ordine di San Silvestro Papa"
2002-05-31,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-06-05,Yugoslavia,Yugoslavia,"Ordine di San Gregorio Magno"
2002-06-06,Roma,Italy,"Ordine di San Gregorio Magno"
2002-06-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-06-06,Monreale,Canada,"Ordine di San Gregorio Magno"
2002-06-06,Monreale,Canada,"Ordine di San Gregorio Magno"
2002-06-07,Taiwan,Taiwan,"Ordine di San Gregorio Magno"
2002-06-11,Milano,Italy,"Ordine di San Gregorio Magno"
2002-06-11,Haarlem,Netherlands,"Ordine di San Silvestro Papa"
2002-06-11,Roermond,Netherlands,"Ordine di San Silvestro Papa"
2002-06-11,Milano,Italy,"Ordine di San Gregorio Magno"
2002-06-11,Wien,Austria,"Ordine di San Silvestro Papa"
2002-06-11,Montepulciano-Chiusi-Pienza,Italy,"Ordine di San Silvestro Papa"
2002-06-11,Wien,Austria,"Ordine di San Silvestro Papa"
2002-06-11,Utrecht,Netherlands,"Ordine di San Silvestro Papa"
2002-06-11,Botucatu,Brazil,"Ordine di San Silvestro Papa"
2002-06-11,"Saint Andrews and Edinburgh",Scotland,"Ordine di San Gregorio Magno"
2002-06-11,Milano,Italy,"Ordine di San Gregorio Magno"
2002-06-11,Westminster,"United Kingdom","Ordine di San Gregorio Magno"
2002-06-11,Wien,Austria,"Ordine di San Silvestro Papa"
2002-06-11,Westminster,"United Kingdom","Ordine di San Gregorio Magno"
2002-06-11,Wien,Austria,"Ordine di San Silvestro Papa"
2002-06-12,Ferrara-Comacchio,Italy,"Ordine di San Gregorio Magno"
2002-06-15,Angers,France,"Ordine di San Gregorio Magno"
2002-06-15,Porto,Portugal,"Ordine di San Gregorio Magno"
2002-06-15,Roma,Italy,"Ordine di San Silvestro Papa"
2002-06-20,Esztergom-Budapest,Hungary,"Ordine di San Silvestro Papa"
2002-06-24,Messico,Mexico,"Ordine di San Gregorio Magno"
2002-06-24,Milano,Italy,"Ordine di San Gregorio Magno"
2002-06-27,Portogallo,Portugal,"Ordine di San Gregorio Magno"
2002-06-28,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-06-28,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-06-28,Mosca,UNKNOWN,"Ordine di San Gregorio Magno"
2002-06-28,Mosca,UNKNOWN,"Ordine di San Gregorio Magno"
2002-06-28,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-06-31,"Sankt Polten",Austria,"Ordine di San Gregorio Magno"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,"Saint George’s in Grenada",Spain,"Ordine di San Gregorio Magno"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-01,Velletri-Segni,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Brescia,Italy,"Ordine di San Silvestro Papa"
2002-07-01,Houma-Thibodaux,"United States of America","Ordine di San Gregorio Magno"
2002-07-06,Argentina,Argentina,"Ordine di San Gregorio Magno"
2002-07-11,Eisenstadt,Austria,"Ordine di San Silvestro Papa"
2002-07-11,"Sankt Polten",Austria,"Ordine di San Silvestro Papa"
2002-07-11,Eisenstadt,Austria,"Ordine di San Silvestro Papa"
2002-07-11,Nanterre,France,"Ordine di San Silvestro Papa"
2002-07-11,"Sankt Polten",Austria,"Ordine di San Silvestro Papa"
2002-07-11,Eisenstadt,Austria,"Ordine di San Silvestro Papa"
2002-07-13,Egitto,Egypt,"Ordine di San Silvestro Papa"
2002-07-13,Jamshedpur,India,"Ordine di San Silvestro Papa"
2002-07-13,Egitto,Egypt,"Ordine di San Silvestro Papa"
2002-07-13,Egitto,Egypt,"Ordine di San Silvestro Papa"
2002-07-13,Madrid,Spain,"Ordine di San Gregorio Magno"
2002-07-16,"Port of Spain","Trinidad and Tobago","Ordine di San Gregorio Magno"
2002-07-19,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-07-19,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-07-19,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-07-19,Paderborn,Germany,"Ordine di San Gregorio Magno"
2002-07-19,Jamshedpur,India,"Ordine di San Silvestro Papa"
2002-07-19,"Baghdad dei Siri",Iraq,"Ordine di San Silvestro Papa"
2002-07-19,"Citta di Castello",Italy,"Ordine di San Gregorio Magno"
2002-07-19,Pesaro,Italy,"Ordine di San Silvestro Papa"
2002-07-19,Milano,Italy,"Ordine di San Silvestro Papa"
2002-07-19,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-07-19,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-07-19,Wurzburg,Germany,"Ordine di San Gregorio Magno"
2002-08-02,Paris,France,"Ordine di San Gregorio Magno"
2002-08-02,Grecia,Greece,"Ordine di San Gregorio Magno"
2002-08-02,Nola,Italy,"Ordine di San Silvestro Papa"
2002-08-02,Hamilton,Australia,"Ordine di San Gregorio Magno"
2002-08-20,"Costa D’Avorio","Republic of Cote D'Ivoire","Ordine di San Gregorio Magno"
2002-08-20,Slovacchia,Slovakia,"Ordine Piano"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Austria,Austria,"Ordine di San Gregorio Magno"
2002-08-21,Austria,Austria,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Italia,Italy,"Ordine di San Gregorio Magno"
2002-08-21,Italia,Italy,"Ordine di San Silvestro Papa"
2002-08-21,Salzburg,Austria,"Ordine di San Gregorio Magno"
2002-08-21,Austria,Austria,"Ordine di San Gregorio Magno"
2002-08-21,Graz-Seckau,Austria,"Ordine di San Gregorio Magno"
2002-08-21,Graz-Seckau,Austria,"Ordine di San Gregorio Magno"
2002-08-23,"Springfield in Illinois","United States of America","Ordine di San Gregorio Magno"
2002-08-23,"Springfield in Illinois","United States of America","Ordine di San Gregorio Magno"
2002-08-23,"Springfield in Illinois","United States of America","Ordine di San Gregorio Magno"
2002-08-23,"Springfield in Illinois","United States of America","Ordine di San Gregorio Magno"
2002-08-26,"Ordinariato Militare d’Austria",Austria,"Ordine di San Silvestro Papa"
2002-08-26,Sydney,Australia,"Ordine di San Gregorio Magno"
2002-08-26,Wurzburg,Germany,"Ordine di San Silvestro Papa"
2002-08-26,"Segorbe-Castello de la Plana",Spain,"Ordine di San Gregorio Magno"
2002-08-26,"Costa Rica","Costa Rica","Ordine di San Gregorio Magno"
2002-08-26,Esztergom-Budapest,Hungary,"Ordine di San Gregorio Magno"
2002-08-26,Jaffna,"Sri Lanka","Ordine di San Gregorio Magno"
2002-08-29,Svizzera,Switzerland,"Ordine di San Gregorio Magno"
2002-08-29,Svizzera,Switzerland,"Ordine di San Gregorio Magno"
2002-08-29,Bologna,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Capiz,Philippines,"Ordine di San Gregorio Magno"
2002-09-06,Wien,Austria,"Ordine di San Silvestro Papa"
2002-09-06,Paderborn,Germany,"Ordine di San Gregorio Magno"
2002-09-06,Wien,Austria,"Ordine di San Silvestro Papa"
2002-09-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Rotterdam,Netherlands,"Ordine di San Silvestro Papa"
2002-09-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Capiz,Philippines,"Ordine di San Gregorio Magno"
2002-09-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Bologna,Italy,"Ordine di San Silvestro Papa"
2002-09-06,Frejus-Toulon,France,"Ordine di San Gregorio Magno"
2002-09-06,Wien,Austria,"Ordine di San Silvestro Papa"
2002-09-07,Grecia,Greece,"Ordine di San Gregorio Magno"
2002-09-13,Sevilla,Spain,"Ordine di San Gregorio Magno"
2002-09-13,Haarlem,Netherlands,"Ordine di San Silvestro Papa"
2002-09-13,Utrecht,Netherlands,"Ordine di San Gregorio Magno"
2002-09-13,Sevilla,Spain,"Ordine di San Gregorio Magno"
2002-09-13,Sevilla,Spain,"Ordine di San Gregorio Magno"
2002-09-13,"Tripoli del Libano dei Maroniti",Libya,"Ordine di San Gregorio Magno"
2002-09-19,Osnabruck,Germany,"Ordine di San Silvestro Papa"
2002-09-19,Kano,Nigeria,"Ordine di San Gregorio Magno"
2002-09-19,Roermond,Netherlands,"Ordine di San Silvestro Papa"
2002-09-19,Osnabruck,Germany,"Ordine di San Silvestro Papa"
2002-09-19,Roma,Italy,"Ordine di San Gregorio Magno"
2002-09-19,Osnabruck,Germany,"Ordine di San Gregorio Magno"
2002-09-19,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-09-19,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-09-19,’s-Hertogenbosch,Netherlands,"Ordine di San Silvestro Papa"
2002-09-19,Osnabruck,Germany,"Ordine di San Silvestro Papa"
2002-09-19,Westminster,"United Kingdom","Ordine di San Gregorio Magno"
2002-09-19,Lisboa,Portugal,"Ordine di San Silvestro Papa"
2002-09-19,Ndalatando,Angola,"Ordine di San Silvestro Papa"
2002-09-19,Osnabruck,Germany,"Ordine di San Gregorio Magno"
2002-09-19,Osnabruck,Germany,"Ordine di San Silvestro Papa"
2002-09-19,Roermond,Netherlands,"Ordine di San Silvestro Papa"
2002-09-19,Roermond,Netherlands,"Ordine di San Gregorio Magno"
2002-09-19,Osnabruck,Germany,"Ordine di San Silvestro Papa"
2002-09-20,"Lviv degli Ucraini",Ukraine,"Ordine di San Silvestro Papa"
2002-09-23,Roma,Italy,"Ordine di San Silvestro Papa"
2002-09-23,"Ord. Militare in Italia",Italy,"Ordine di San Silvestro Papa"
2002-09-23,"Ord. Militare in Italia",Italy,"Ordine di San Silvestro Papa"
2002-09-23,"Ord. Militare in Italia",Italy,"Ordine di San Silvestro Papa"
2002-09-23,"Ord. Militare in Italia",Italy,"Ordine di San Silvestro Papa"
2002-09-26,Francia,France,"Ordine di San Gregorio Magno"
2002-09-26,Firenze,Italy,"Ordine di San Silvestro Papa"
2002-09-26,Dresden-Meissen,Germany,"Ordine di San Silvestro Papa"
2002-09-26,Moulins,France,"Ordine di San Silvestro Papa"
2002-09-26,"Urbino-Urbania-Sant’Angelo in Vado",Italy,"Ordine di San Silvestro Papa"
2002-09-26,"Reggio Emilia-Guastalla",Italy,"Ordine di San Gregorio Magno"
2002-09-26,Arlington,"United States of America","Ordine di San Gregorio Magno"
2002-09-26,Gorlitz,Germany,"Ordine di San Silvestro Papa"
2002-09-26,Firenze,Italy,"Ordine di San Silvestro Papa"
2002-10-01,Spagna,Spain,"Ordine Piano"
2002-10-04,Tursi-Lagonegro,Italy,"Ordine di San Gregorio Magno"
2002-10-11,Civitavecchia-Tarquinia,Italy,"Ordine di San Silvestro Papa"
2002-10-14,Quito,Ecuador,"Ordine di San Gregorio Magno"
2002-10-14,Quito,Ecuador,"Ordine di San Gregorio Magno"
2002-10-16,Guatemala,Guatemala,"Ordine Piano"
2002-10-16,Singapore,Singapore,"Ordine di San Gregorio Magno"
2002-10-16,Danimarca,Denmark,"Ordine di San Gregorio Magno"
2002-10-16,Panama,Panama,"Ordine Piano"
2002-10-16,Paraguay,Paraguay,"Ordine Piano"
2002-10-16,Panama,Panama,"Ordine Piano"
2002-10-16,Panama,Panama,"Ordine Piano"
2002-10-16,Egitto,Egypt,"Ordine Piano"
2002-10-16,"Rep. del Congo","Republic of Congo","Ordine di San Gregorio Magno"
2002-10-16,"Rep. del Congo","Republic of Congo","Ordine di San Gregorio Magno"
2002-10-16,Cuba,Cuba,"Ordine Piano"
